1;7.474725376830856;[7, 9, 9, 9, 0, 4, 0, 9];####1.6193771626297577

2;7.474725376830856;[7, 9, 9, 9, 0, 4, 0, 9];####1.6193771626297577

3;7.474725376830856;[7, 9, 9, 9, 0, 4, 0, 9];####1.6193771626297577

4;7.474725376830856;[7, 9, 9, 9, 0, 4, 0, 9];####1.6193771626297577

5;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

6;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

7;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

8;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

9;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

10;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

11;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

12;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

13;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

14;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

15;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

16;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

17;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

18;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

19;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

20;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

21;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

22;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

23;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

24;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

25;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

26;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

27;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

28;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

29;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

30;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

31;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

32;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

33;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

34;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

35;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

36;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

37;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

38;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

39;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

40;6.616563997111001;[7, 9, 9, 9, 4, 4, 0, 9];####1.7177177177177176

